model,weight,vesa_size,screw_size
LS32AG520PKXKR,5.6kg,100*100,M4
LS32AG500PKXKR,5.6kg,100*100,M4
LS27AG550EKXKR,3.7kg,75*75,M4 10mm
LS32A600UUKXKR,5kg,100*100,M4 7.5mm
LS32BG654EK-SP,5.5kg,100*100,
LS32AG554EKXKR,4.8kg,75*75,M4 10mm
LC32G74TQSKXKR,6.5kg,100*100,M4
LC27G75TQSKXKR,5.5kg,100*100,M4
LS32A600NAKXKR,4.8kg,100*100,M4 7.5mm
LS27BG654EK-E,4.5kg,100*100,
LS32BG654EK-E,5.5kg,100*100,
LS27AG520PKXKR,4.4kg,100*100,M4
LS27CG510EKXKR,3.3kg,100*100,M4 10mm
LC34G55TWWKXKR,5.2kg,75*75,M4 10mm
LS34BG850SKXKR,5.5kg,100*100,M4 5.5mm
LS34C650TAKXKR,5.3kg,100*100,M4 8.5mm
LS34C650UAKXKR,5.2kg,100*100,M4 8.5mm
LS34BG850SK-E,5.5kg,100*100,M4 5.5mm
LS34C500GAKXKR,4.2kg,100*100,M8 8mm
LS57CG950NKXKR,15.4kg,100*100,M4 4~9.5 mm
LS49CG954SKXKR,9.2kg,100*100,M4 3.5~5.5mm
LS55CG970NKXKR,21.1kg,200*200,M8 8~10mm
LS49C954UAKXKR,10.6kg,100*100,M4 4~9.5 mm
LS49AG950NKXKR,11.9kg,100*100,M4
LS55BG970NKXKR,21.1kg,200*200,M8 8~10mm
LS49CG954EKXKR,10.6kg,100*100,M4 3.5~5.5mm
LC49RG90SSKXKR,11.6kg,100*100,M4 10mm
LC49G95TSSKXKR,14.1kg,100*100,M4
LS49CG934SKXKR,8.8kg,100*100,M4 3.5~5.5mm
LS27C330GAKXKR,3.2kg,75*75,M4 12mm
LS32BM702EK-BN,5.4kg,100*100,M4 6.7~8.7mm
LS43BM703UKXKR,8.7kg,200*200,M8 11~13mm
LS27C900PAKXKR,4.7kg,100*100,M4 5.8~7.8mm
LS32BM703UK-ST,5.7kg,100*100,M4 6.7~8.7mm
LS32CM703UK-ST,4.2kg,100*100,M4 5.8~7.8mm
LS43BM702UKXKR,8.7kg,200*200,M8 11~13mm
LS32CM801UK-ST,4.2kg,100*100,M4 5.8~7.8mm
LS27B800PXKXKR,4.7kg,100*100,M4 5.5~7.5mm
LS32A800NMKXKR,4.9kg,100*100,M4
LS32B800PXKXKR,5.2kg,100*100,M4 5.5~7.5mm
LS32BG850NKXKR,7kg,100*100,M4
LS32BM702UKXKR,5.4kg,100*100,M4 6.7~8.7mm
LS32BM703UKXKR,5.7kg,100*100,M4 6.7~8.7mm
LS32CM703UK-E,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80BUK-E,4.2kg,100*100,M4 5.8~7.8mm
LS32CM801UK-E,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80GUK-E,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80PUK-E,4.2kg,100*100,M4 5.8~7.8mm
LS43CG702NKXKR,9.2kg,200*200,M8 18~20mm
LU32J592UQKXKR,5.5kg,100*100,M4 10mm
LU32R592CWKXKR,4.8kg,novesa,
LS28BG700EKXKR,5.1kg,novesa,M4 12mm
LS32BG750NKXKR,6.7kg,100*100,M4
LS27A800NMKXKR,4.4kg,100*100,M4
LS27A800UJKXKR,4.7kg,100*100,M4
LS27A700NWKXKR,4.4kg,100*100,M4 8mm
LS32A704NWKXKR,5kg,100*100,M4 8mm
LS43BM701UKXKR,8.7kg,200*200,M8 11~13mm
LS32CM703UKX-K,4.2kg,100*100,M4 5.8~7.8mm
LS32BM801UKXKR,4.4kg,novesa,
LF32TU870VKXKR,5.5kg,100*100,M4 10mm
LS27CM801UKXKR,3.3kg,100*100,M4 5.8~7.8mm
LS32CM703UKXKR,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80BUKXKR,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80PUKXKR,4.2kg,100*100,M4 5.8~7.8mm
LS32CM80GUKXKR,4.2kg,100*100,M4 5.8~7.8mm
LS32CM801UKXKR,4.2kg,100*100,M4 5.8~7.8mm
LS27CM701UKXKR,3.3kg,100*100,M4 5.8~7.8mm
LS43CG702NK-E,9.2kg,200*200,M8 18~20mm
LS43CG700NKXKR,9.2kg,200*200,M8 18~20mm
WTUN65E1SKK,16.8kg,300*200,
GTUS55E1SKK,12.2kg,300*200,
WTUN55E1SKK,13.1kg,300*200,
WTUN50E1SKK,9.9kg,300*200,
WTLN43E1SKK,7kg,300*200,
NTLN43E1SKK,7kg,400*200,
WTLN32E1SKK,3.9k,75*75,
L65M8-A2KR,15.8kg,300*300,
L50M8-A2KR,9.2kg,300*300,
L55M8-A2KR,11.04kg,300*300,
L65M8-A2KR,15.8kg,300*300,
S7501KU WIFI,28.5kg ,600*300,
G75 ZERO EDITION,28.5kg,600*300,
S7511KU QLED,28.5kg,600*400,
S7503KU,34.4kg,600*200,
S8511KU QLED,40.5kg,600*400,
S8620GG,47kg,600*400,
S8601KU,40.5kg,600*400,
G86QLED,40.5kg,600*400,
S9801KU,75kg,900*400,
E7000UHD,19.3kg,300*200,
E7500UHD,28.5kg,600*300,
E7503HDR,34.4kg,600*200,
G32F QLED ZERO EDITION,3.6kg,200*100,
G40F QLED ZERO EDITION,5.2kg,200*200,
"G43 ZERO EDITION
",6.2kg,200*200,
"G43 QLED ZERO EDITION
",6.2kg,200*200,
G50 ZERO EDITION,8.9kg,200*200,
G50 QLED ZERO EDITION,8.9kg,200*200,
G55 ZERO EDITION,11.5kg,200*200,
G55 QLED ZERO EDITION,"11,5kg",200*200,
G65 ZERO EDITION,17.1kg,300*200,
G65 QLED ZERO EDITION,17.1kg,300*200,
G75 QLED ZERO EDITION,28.5kg,600*300,
G86 QLED  ZERO EDITION,40.5kg,600*400,
E6501UHD,18.3kg,300*200,
E6500UHD,20.5kg,300*200,
E6503HDR,20.5kg,300*200,
S6501KU,17.1kg,300*200,
S6511KU,17.1kg,300*200,
S6503KU,20.5kg,300*200,
S6530GG,20kg,400*200,
S6520GG,18kg,400*200,
S6501KU ELED,21.8kg,400*200,
S6503KU WIFI EASEL,20.5kg,200*200,
60A6G,14.7kg,200*300,
S6570KU,23.3kg,400*300,
E5500UHD ZeroBezel,12.1kg,200*200,
E5501UHD HDR,12.1kg,200*200,
S5501KU ZeroBezel,11.5kg,200*200,
S5530GG,14.5kg,400*200,
S5511KU,11kg,400*300,
S5520GG,12.6kg,200*200,
55U7G ULED,15kg,300*200,
55A6G,11.5kg,200*300,
55U7GFSM77,15kg,300*200,
E4301FC,7kg,400*200,
E4300UHD,6kg,200*200,
E5000UHD,10.3kg,200*200,
S4301FKU,7kg,200*200,
S4301KU,7kg,200*200,
S4311KU,7kg,300*300,
S5001KU,8.9kg,200*200,
S5011KU,9.5kg,200*200,
E3200HC,3.8kg,200*100,
E3201FC,3.9kg,100*100,
E4000FC,6kg,200*200,
S4001KU,5.2kg,200*200,
S2401KU,2.2kg,75*75,
S3201KU ,3.6kg,200*100,
S3201FKU,3.6kg,200*100,
M240F,3kg,75*75,
M270F,3.78kg,100*100,
S8611KU,46.5kg,600*400,
UC552QLED,12.7kg,200*200,M6 50mm
UC652QLED,19.2kg,400*200,M6 50mm
UC432QLED,7.7kg,200*200,M6 30mm
UC752MLED,33.7kg,600*400,"상단 M6 35mm
하단 M6 25mm"
UC652MLED ,23.5kg,500*300,M6 35mm
AU753QLED,26.5kg,400*200,M8 18mm
AU853QLED,39.1kg,600*400,M8 30mm
UC100QLED,71.9kg,800*400,M8 26mm
UC75QLED ,27.8kg,600*400,"상단 M6 30mm
하단 M6 25mm"
UC65QLED,18.3kg,400*200,M6 30mm
UC50QLED,9.3kg,200*200,"상단 M6 25mm
하단 M6 15mm"
UC55QLED,11.6kg,200*200,"상단 M6 25mm
하단 M6 15mm"
UC861UHD,42kg,600*400,M6 20mm
UC751UHD,28.8kg,600*400,"상단 M6 35mm
하단 M6 25mm"
UC701UHD ,21.5kg,500*300,M6 30mm
UC651UHD,17.8kg,400*200,"상단 M6 28mm
하단 M6 18mm"
UC501UHD ,8.9kg,200*200,M6 15mm
UC431UHD,6kg,200*200,M6 15mm
UC551UHD,10.5kg,200*200,M6 15mm
AN400FHD,5.8kg,200*200,"상단 M6 20mm
하단 M6 10mm"
AN320FHD,3.9kg,200*200,M6 10mm
AN853UHD,37.5kg,600*400,M8 30mm
AU553QLED,12.8kg,200*200,"상단 M6 15mm
하단 M6 10mm"
AU653QLED,18kg,300*200,M6 15mm
AU433QLED,7.3kg,200*200,"상단 M6 20mm
하단 M6 10mm"
AN753UHD,26.3kg,400*200,M8 18mm
AN653UHD,18kg,300*200,M6 15mm
AN433UHD,7.3kg,200*200,"상단 M6 20mm
하단 M6 10mm"
AN553UHD,12.8kg,200*200,"상단 M6 15mm
하단 M6 10mm"
AN503UHD,9.1kg,200*200,"상단 M6 15mm
하단 M6 10mm"
AU503QLED,9.1kg,200*200,"상단 M6 15mm
하단 M6 10mm"
UA981UHD,54.6kg,900*400,M8 16mm
UG981QLED,59kg,800*400,M8 16mm 6pcs
NA862UHD,36.3kg,500*300,"up side : M8 / 
down side : M8"
UA851UHD,36.8kg,600*400,M8 20mm
NA861QLED,36.3kg,500*300,"up side : M8 20mm / 
down side : M8 20mm"
UA851QLED,36.8kg,600*400,M8 20mm
UG851QLED,43kg,500*200,M8 16mm 4pcs
C751UHD,25.5kg,400*200,M8 12mm
NA552UHD,28.68kg,500*300,"up side : M8 / 
down side : M8"
UA751UHD,25.5kg,400*200,M8 12mm
NA751QLED,26.68kg,500*300,"up side : M8 20mm / 
down side : M8 20mm"
UA751QLED,25.5kg,400*200,M8 12mm
UG751QLED,29.3kg,400*300,M6 15mm 4pcs
NA652UHD,15.9kg,300*300,"up side : M6 /
down side : ST6"
UA651UHD,18.5kg,300*200,M6 10mm
NA651QLED,15.9kg,300*300,"up side : M6 20mm /
down side : M6 6mm"
UA651QLED,18.5kg,300*200,M6 10mm
UG651QLED,20.1kg,400*300,M6 12mm 4pcs
NA552UHD,11.8kg,300*300,"up side : M6 /
down side : ST6"
UA551UHD,12.6kg,200*200,M6 10mm
NA551QLED,11.8kg,300*300,"up side : M6 20mm /
down side : M6 6mm"
UA551QLED,12.6kg,200*200,M6 10mm
UG551QLED,15.2kg,300*200,M6
UA501QLED,9.7kg,200*200,M6 10mm
UA501UHD,9.7kg,200*200,M6 10mm
UA431UHD,7.2kg,200*200,M6 10mm
NA432UHD,6.8kg,300*300,"up side : M4 /
down side : ST4"
C431FHD,6.7kg,200*200,M6 15mm
NA431QLED,6.5kg,200*200,"M6 16mm 2pcs, 
M6 10mm 2pcs"
UA431QLED,7.5kg,200*200,M6 10mm
NA431FHD,6.5kg,200*200,"M6 16mm 2pcs, 
M6 10mm 2pcs"
T40G7NCF,5.7kg,200*200,M6 23mm
NA401QLED,5.7kg,200*200,M6 23mm
LXZ40G5N-UAT,5.7kg,200*200,"M6 16mm 2pcs, 
M6 10mm 2pcs"
NA321FHD,4.1kg,200*200,M6 10mm
NA321QLED,4.1kg,200*200,M6 10mm
C321FHD2020,4.1kg,200*200,M6 10mm
TN32H-NVN211K,3.8kg,75*75,M6
EKW24FMA11,2.4kg,75*75,
EKW27FAM11,3.41kg,100*100,
EKW271FAM11,3.41kg,100*100,
QWGE65UT1,18.5kg,400*200,
QWGE75UT1,30kg,400*200,
WV320HD-S01,3.5kg,100*100,M6*L8
WV220FHD,2.5kg,100*100,
WV320FHD-S01,3.5kg,100*100,
EKW40FT1,5.6kg,200*200,M6*L8
WV400FHD-S01,5.6kg,200*100,
EKW43FT1,6.5kg,200*200,M6*L8
GlassWV43FT1,8kg,200*200,
WVH430UHD-E01,6.5kg,200*200,
EKW50UT1,9.1kg,200*200,M6*L8
EKW55UT1,11.5kg,200*200,
EKW58UT1,14.5kg,200*200,
EKW65UT1,20.7kg,400*200,
EKW75UT1,30kg,400*200,
WVH860UHD-S01,44.3kg,600*600,
EKW32HA11,3.5kg,100*100,
EKW40FA11,5.566kg,200*200,
EKW43FA11,6.5kg,200*200,
GTWV43UHD,7kg,200*200,
WGE50UT1,12.5kg,200*200,
WGE55UT1,11.5kg,200*200,
WGE65UT1,18.5kg,400*200,
WGE75UT1,30kg,400*200,
GTWV75UHD-E1,31kg,400*200,
GTWV320HD11,3.5kg,100*100,M6*L8
GTWV400FHD11,5.66kg,200*200,M6*L8
GTWV430FHD11,6.5kg,200*200,M6*L8
WVH650UHD-E01,20.7kg,400*200,
WVH750UHD-E01,31kg,400*200,
GTWV50UHD-E1,10kg,200*200,
GTWV65UHD-E1,18.5kg,400*200,
GTWV55UHD,12.5kg,200*200,
85C755,37kg,600*400,"M8*20 4pcs, M6*12 2pcs"
75C755,29.4kg,400*400,M6*20 4pcs
65C755,20.2kg,300*300,M6*18 4pcs
55C755,13kg,400*300,"M6*18 2pcs, M6*12 2pcs"
98P755,54.5kg,500*600,M8*16
85C845,40.1kg,600*400,M8*20
75C845,32.6kg,400*400,M6*20
65C845,23kg,400*400,M6*20
55C845,16.7kg,300*300,M6*20
75C745,23.7kg,400*400,
65C745,19.8kg,300*300,
55C745,13.2kg,400*300,
85C645,35.8kg,600*400,M8*20
75C645,23.5kg,300*300,M6
65C645,15.3kg,300*300,M6
55C645,11kg,200*300,M6
50C645,9.1kg,200*200,M6
43S5400A,5.73kg,100*100,M6*12
40S5400A,5.28kg,100*100,M6*12
32S5400A,3.44kg,100*100,M4*10
75C835,36.8kg,400*400,
65C835,23kg,400*400,
55C835,16.7kg,300*300,
75C635,29kg,400*300,
65C635,18.2kg,300*300,
55C635,12.1kg,300*300,
50C635,10.37kg,300*300,
75Q72,30.6kg,400*300,M6*23 
65Q72,19.3kg,300*300,M6*12
55Q72,12.9kg,300*300,M6*12
85P735,36kg,600*300,M8*20
75P735,21.3kg,300*300,M6*23
65P735,14kg,200*200,M6*12
55P735,10kg,200*200,M6*12
50P735,8.3kg,200*200,M6*12
43P735,6.2kg,200*200,M6*12
85T72,46.6kg,600*400,M8*20
75T72,26.4kg,300*300,M6*16
65T72,17.2kg,300*300,M6*12
55T72,11kg,200*300,M6*12
50T72,9.3kg,200*300,M6*12
43S615,6.7kg,200*200,
40S615,6.5kg,100*100,
32S615,3.54kg,100*100,
32L6500,3.8kg,100*100,M4*8 / 8
32D3100,3.8kg,100*100,M4*8 / 12
75P736,21.3kg,300*300,M6*23
65P736,14kg,200*200,M6*12
55P736,10kg,200*200,M6*12
50P736,8.3kg,200*200,M6*12
43P736,6.2kg,200*200,M6*12
AI32G,4kg,200*100,M4
AI40G,6.4kg,200*100,M6
AI43G,7.5kg,300*300,M6
AI50G,11.6kg,400*300,M6
AI55G,13.4kg,400*300,M6
AI65G,18.3kg,400*300,M6
AI75G,25.6kg,400*300,M6
MX32F,3.5kg,200*100,M4
MX32H,3.5kg,200*100,M4
MX40F,5.5kg,200*100,M6
MX43F,6.97kg,400*200,M6
UHD43S,6.7kg,300*300,M6
UHD50L,12.6kg,400*300,M6
UHD55L,15.5kg,400*300,M6
UHD65L,17.53kg,300*200,M6
50PUN7645,11.5kg,200*200,M6
55PUN7645,12kg,200*200,M6
50PUN7986,12.3kg,200*300,M6
55PUN7986,14.4kg,200*300,M6
65PUN7986,21.5kg,300*300,M6
70PUN7986,25.2kg,300*300,M8
75PUN7986,32.8kg,300*300,M8
50PUN8808,15.8kg,200*300,M6
55OLED708,17.5kg,300*300,M6
65OLED708,23kg,300*300,M6
DS3201L,3.9kg,75*75,
DS4001L,5.8kg,75*75,
DS4301L,7.5kg,200*200,M6
DS5001L,9.9kg,75*75,
DS5501L,12.9kg,200*200,M6x25~30
DS5501L,cs,400*400,M8
DS6501L,16.7kg,300*200,
DS7001L,cs,400*400,M8
DS9801L,65.6kg,1000*400,
UV430,7.5kg,200*200,M6x16
UV650,18.3kg,200*200,M6x25~30
QV650,18.3kg,400*200,M6x16
QV750,23kg,400*300,
NF32,3.6kg,100*100,
NF40,5kg,200*200,
NF43,5.9kg,200*200,
N86,45kg,600*600,
N75,23.6kg,400*300,
N65,18.1kg,400*400,M6
N55,11.1kg,200*200,M6x10
N50,9.8kg,200*200,M6x10
N43,6.1kg,200*200,M6x10
VF40,5.66kg,200*200,M6
VF43,7.5kg,200*200,"상 M6*16
하 M6*12"
V320,3.6kg,200*100,M6x10
V430,7.5kg,300*300,M6x10
D2801L,cs,100*100,M4 스크류 X 6
K403683,5.7kg,200*200,M5x10
K493683UT,cs,200*200,M6스트류x10
D5001L,9.1kg,400*200,M6
K553683UT,cs,400*200,M6스트류x10
D5801L,cs,400*200,M6스트류x10
K653683UT,cs,400*200,M6스트류x12
D7501L,35kg,600*400,M8x12~15
D8201L,cs,600*300,M8x10
D8601,cs,600*600,M10스트류x10
D6501L,16.7kg,300*200,
D9801L,58kg,900*400,M8x20
D5501L,12.9kg,200*200,
V825L,45kg,400*200,M6x20
UL325,7.15kg,100*100,M4*10
UL325UHD,7.15kg,100*100,M4*10
KS3201S,4.8kg,100*100,
KS2201S,2.3kg,100*100,
KS2401S,3kg,100*100,
KS2701S,4.25kg,100*100,
GL32QHD,7.15kg,100*100,M4*10
GL32UHD,7.15kg,100*100,M4*10
UL325UHD,7.15kg,100*100,M4*10
GL27QHD,4.2kg,100*100,M4*10
GL32F,6.3kg,100*100,M4*10
GL27F,5kg,100*100,M4*10
V27,3.78kg,100*100,M4*8
V24,3kg,75*75,
DT240MA,3kg,75*75,
ITV-MSU4311,7.3kg,200*100,
ITV-MRU4311,7.2kg,300*300,
ITV-MCU5511,11kg,400*300,
ITV-MA7511,23kg,400*300,
ITV-MA6511,18.3kg,400*200,
ITV-KF4301,6.6kg,400*200,
ITV-MA501,14kg,200*200,
ITV-KF5501,12.8kg,cs,
T4303KUG,6.6kg,400*200,"상 : M6x45
하 : ST6x23"
T5503KUG,11.3kg,400*200,"상 : M6x45
하 : ST6x23"
T5003KUG,10.8kg,300*300,"상 : M6x45
하 : ST6x23"
T6503KUG,14.7kg,300*300,"상 : M6x45
하 : ST6x23"
T8602KUG,36.3kg,500*300,"상 : M8x20
하 : M8x20"
T7502KUG,28.7kg,500*300,"상 : M8x20
하 : M8x20"
T32GFSKH01LA,4kg,200*200,"상 : M4x8
하 : ST4x7"
T3203KHG,4kg,200*200,"상 : M4x8
하 : ST4x7"
T4003KFG,5.5kg,200*200,"상 : ST4x25
하 : ST4x25"
T650TUA,19kg,400*200,"상 : M6x29
하 : M6x29"
T65F00KU01LN,16.4kg,300*200,"상 : M6x45
하 : ST6x23"
UGP752 ,24kg ,400*300,M8x18
UGP862,44kg ,600*600,M8x18
UGP432,6kg,200*200,M6x8
UGP552,13kg,200*200,M6x10
UGP652,20kg,400*400,M6x10
UGM552,13.1kg,400*300,M6x10
QGM552,13.1kg,400*300,M6x10
QGM752,24kg,400*300,M6x10
QGM502,11.3kg,400*300,M6x10
UGM752,24kg,400*300,M6x10
UGM652,18kg,400*300,M6x10
UGM502,11.3kg,400*300,M6x10
UGM432,7kg,300*300,M6x10
WM UN650,18.5kg,400*200,M6x10
WM E750,31kg,400*200,M6x10
FS240DK,4kg,100*100,M6x10
WM 650 QLED UHD,18kg,400*200,M6x10
H320TA,4kg,100*100,M6x10
WM F430 FHDTV MAX,6.3kg,200*200,M6x10
WM F400 FHDTV MAX,5.45kg,200*200,M6x10
ZEN U430 UHDTV MAX HDR,6.3kg,200*200,M6x10
WM U500 UHDTV MAX HDR,8.5kg,200*200,M6x10
ZEN U550 UHD TV MAX HDR,11kg,200*200,M6x10
ZEN U650 UHD TV MAX HDR,18kg,400*400,M6x10
ZEN U750 UHDTV Max HDR,25kg,400*300,M6x10
WM U850 UHDTV MAX HDR,36.5kg ,600*400,M6x10
Artview 860 HDR,43kg,600*600,M6x10
WM U980 UHDTV MAX i20 HDR,53kg,900*400,M8x20
"Artview 400 5K NANO IPS HDR Curved	",9kg,100*100,M6x10
Artview FHD240 TOUCH,3.5kg,100*100,M6x10
Artview FHD220 TOUCH,3kg,100*100,M6x10